employee_code,first_name,last_name,age,store_srcid,position_name,position_grade_srcid,work_experience,email,phone,personal_address,currency,currency_code,month_salary,credit_card,start_date,end_date,is_active
48-5219024,Rodie,Battista,55,37,sales director,middle,2,rbattistar@newyorker.com,742-756-9825,5522 Waywood Point,Euro,EUR,367.07,4.04E+12,12-Jun-17,-99,ËÎÆÜ
65-0808013,Gail,MacMearty,53,361,sales associate,expert,9,gmacmeartys@yahoo.com,223-337-9601,3 Ridgeview Center,Franc,XAF,531.39,6.30E+15,19-Dec-16,-99,ËÎÆÜ
59-1526516,Ashley,Wehnerr,20,474,sales director,experienced,15,awehnerrt@alibaba.com,813-261-8779,71 Porter Lane,Zloty,PLN,428.86,3.58E+15,24-May-17,-99,ÈÑÒÈÍÀ
75-3930273,Rick,Schaben,50,590,sales director,expert,2,rschabenu@shutterfly.com,324-679-7264,07 Spaight Pass,Yuan Renminbi,CNY,591.43,5.60E+15,20-Sep-17,-99,ÈÑÒÈÍÀ
22-7848407,Tore,Brickett,55,279,sales coordinator,novice,3,tbrickettv@networksolutions.com,747-318-4303,379 Dunning Drive,Rupiah,IDR,956.20,3.54E+15,22-Mar-17,-99,ÈÑÒÈÍÀ
19-5089329,Addia,Skerratt,55,698,assistant store manager,novice,10,askerrattw@dot.gov,905-821-7024,6 Oakridge Plaza,Koruna,CZK,915.94,3.53E+15,31-Aug-17,-99,ËÎÆÜ
96-3591278,Timmie,Challener,23,840,sales director,novice,11,tchallenerx@rakuten.co.jp,680-566-3021,780 Reindahl Hill,Euro,EUR,709.15,4.18E+15,28-Dec-16,-99,ËÎÆÜ
88-5539058,Marlene,MacGilrewy,53,76,retail sales consultant,experienced,12,mmacgilrewyy@printfriendly.com,288-283-0471,0372 Kenwood Lane,Yuan Renminbi,CNY,762.71,4.92E+15,30-Nov-16,-99,ËÎÆÜ
41-7983987,Violante,Woodbridge,21,420,director of inside sales,expert,11,vwoodbridgez@house.gov,632-618-6015,97 Stephen Pass,Euro,EUR,759.37,3.53E+15,17-Feb-17,-99,ÈÑÒÈÍÀ
00-2165910,Cos,Stansbury,62,613,director of inside sales,middle,14,cstansbury10@senate.gov,536-224-1012,76227 Ridgeway Drive,Euro,EUR,825.18,5.16E+15,15-Jun-17,-99,ÈÑÒÈÍÀ
49-0681249,Manuel,Gennrich,45,370,financial planner,middle,3,mgennrich11@goo.ne.jp,164-521-7995,41278 Straubel Terrace,Euro,EUR,497.77,2.02E+14,16-Aug-17,-99,ÈÑÒÈÍÀ
69-8449514,Alasdair,Kobisch,50,387,sales coordinator,expert,3,akobisch12@posterous.com,156-359-6875,989 Pleasure Crossing,Peso,COP,728.87,3.58E+15,23-Jul-17,-99,ËÎÆÜ
31-3572984,Arch,Hambly,50,989,sales director,novice,13,ahambly13@ovh.net,477-173-5027,2 Anhalt Parkway,Lempira,HNL,809.44,5.60E+17,7-Jul-17,-99,ÈÑÒÈÍÀ
39-6254092,Major,D'Antuoni,43,504,sales representative,novice,10,mdantuoni14@unc.edu,303-838-2863,088 Delaware Place,Guilder,ANG,833.20,6.76E+17,16-Aug-17,-99,ÈÑÒÈÍÀ
31-9922568,Case,Stenhouse,37,142,executive vice president of sales,middle,2,cstenhouse15@qq.com,682-815-0267,74 Clemons Circle,Franc,GNF,412.88,6.38E+15,20-May-17,-99,ÈÑÒÈÍÀ
26-5709909,Thor,Semper,22,726,sales director,expert,13,tsemper16@netvibes.com,621-994-5729,74 Spenser Point,Rupiah,IDR,383.42,3.74E+14,11-Jun-17,-99,ÈÑÒÈÍÀ
45-0559195,Miguela,Pollett,41,928,financial advisor,expert,3,mpollett17@gmpg.org,462-383-2114,0441 La Follette Drive,Shilling,UGX,868.16,4.03E+15,30-Oct-17,-99,ËÎÆÜ
26-4367764,Letisha,Bassford,51,195,sales representative,middle,1,lbassford18@joomla.org,250-922-7922,505 Kings Trail,Naira,NGN,639.94,5.61E+15,7-Sep-17,-99,ÈÑÒÈÍÀ
16-7101298,Daisy,O'Hederscoll,48,890,financial planner,novice,1,dohederscoll19@ezinearticles.com,530-934-2910,74 Westridge Plaza,Dram,AMD,401.62,6.76E+15,20-Sep-17,-99,ÈÑÒÈÍÀ
83-4196330,Violante,Spears,22,658,director of inside sales,experienced,14,vspears1a@github.io,746-765-0625,9 Sunfield Circle,Ruble,RUB,630.36,3.77E+14,14-Sep-17,-99,ËÎÆÜ
56-9871153,Naomi,Hunnable,27,528,executive vice president of sales,novice,1,nhunnable1b@naver.com,175-148-6048,54 Troy Way,Baht,THB,793.70,3.05E+13,12-Jan-17,-99,ÈÑÒÈÍÀ
26-0354899,Nappy,Tenniswood,63,917,sales representative,expert,9,ntenniswood1c@globo.com,177-726-4125,32 Marquette Road,Peso,PHP,494.99,5.00E+15,12-Oct-17,-99,ÈÑÒÈÍÀ
54-6871220,Lib,O'Skehan,48,174,sales associate,middle,4,loskehan1d@sogou.com,716-616-3246,57 Redwing Avenue,Yen,JPY,753.68,3.53E+15,11-Nov-17,-99,ÈÑÒÈÍÀ
87-5457800,Thaddus,Bodiam,51,885,retail sales consultant,novice,4,tbodiam1e@gov.uk,385-849-5178,7307 Troy Parkway,Real,BRL,769.68,3.54E+15,13-Apr-17,-99,ËÎÆÜ
90-7536561,Alexine,Couvet,65,358,sales associate,experienced,10,acouvet1f@stumbleupon.com,118-202-5675,75343 Northridge Road,Dong,VND,495.38,5.60E+15,13-Jul-17,-99,ËÎÆÜ
31-6380560,Genovera,Heale,61,770,sales associate,novice,9,gheale1g@photobucket.com,534-361-4550,75 Manitowish Drive,Rand,ZAR,457.81,5.64E+17,14-Dec-16,-99,ÈÑÒÈÍÀ
64-0434598,Gilberte,Checo,28,187,sales coordinator,middle,10,gcheco1h@usnews.com,396-730-0086,1 Barby Avenue,Ruble,RUB,979.13,3.57E+15,29-Mar-17,-99,ËÎÆÜ
14-1220465,Chick,Perigeaux,56,4,sales representative,experienced,8,cperigeaux1i@bigcartel.com,284-342-2033,20172 Fieldstone Way,Yuan Renminbi,CNY,873.67,3.55E+15,4-Nov-17,-99,ËÎÆÜ
17-5275538,Virgina,Rodolico,54,75,assistant store manager,novice,5,vrodolico1j@feedburner.com,121-241-8794,487 Di Loreto Court,Euro,EUR,771.70,3.59E+15,5-Oct-17,-99,ÈÑÒÈÍÀ
95-9021636,Stirling,Tuting,36,729,director of inside sales,middle,10,stuting1k@163.com,329-613-9870,911 Lakewood Parkway,Lek,ALL,981.16,4.92E+15,11-Dec-16,-99,ÈÑÒÈÍÀ
23-7371912,Mirella,Kinlock,55,287,executive vice president of sales,novice,2,mkinlock1l@amazon.co.jp,757-301-1451,85 Mallory Point,Dollar,USD,462.09,3.05E+13,27-Sep-17,-99,ËÎÆÜ
78-2213178,Brittan,Gauson,54,856,sales associate,experienced,14,bgauson1m@google.es,832-448-5351,648 Buhler Drive,Peso,PHP,458.56,4.84E+15,10-Feb-17,-99,ÈÑÒÈÍÀ
33-1984650,Cal,Stiling,41,817,financial planner,expert,4,cstiling1n@stanford.edu,985-964-5877,9 Cherokee Parkway,Dollar,NZD,373.84,5.60E+15,25-May-17,-99,ÈÑÒÈÍÀ
00-4653849,Micky,Dablin,37,309,account executive,novice,5,mdablin1o@ucsd.edu,577-944-1219,640 Bultman Junction,Denar,MKD,615.63,3.54E+15,3-Nov-17,-99,ËÎÆÜ
08-2881737,Rosemary,Ondrich,44,853,sales associate,middle,4,rondrich1p@taobao.com,670-282-3378,65422 Kim Alley,Yuan Renminbi,CNY,350.59,5.60E+18,17-Jul-17,-99,ÈÑÒÈÍÀ
98-5744875,Dewie,Rutter,28,960,retail sales consultant,experienced,2,drutter1q@smugmug.com,883-421-3464,4 Hudson Pass,Peso,CUP,669.60,3.54E+15,5-Mar-17,-99,ÈÑÒÈÍÀ
89-9565559,Gonzales,Wooffitt,58,679,executive vice president of sales,middle,13,gwooffitt1r@cdc.gov,318-952-0605,4555 Gulseth Court,Euro,EUR,953.52,3.53E+15,21-Nov-16,-99,ÈÑÒÈÍÀ
41-1570899,Fletch,Matys,41,691,sales associate,expert,15,fmatys1s@purevolume.com,429-852-4162,6114 Blackbird Trail,Euro,EUR,497.99,6.38E+15,5-Mar-17,-99,ÈÑÒÈÍÀ
87-3633518,Cass,Grealey,38,790,assistant store manager,novice,4,cgrealey1t@prlog.org,810-944-1674,967 Colorado Pass,Yuan Renminbi,CNY,542.90,5.02E+15,16-Jun-17,-99,ÈÑÒÈÍÀ
47-3222583,Hewet,Cromleholme,48,727,store manager,expert,13,hcromleholme1u@dailymotion.com,674-538-6462,36 Bluejay Avenue,Rupiah,IDR,932.38,5.60E+15,10-Jan-17,-99,ÈÑÒÈÍÀ
88-3296264,Lacie,Dumbell,63,114,account executive,novice,11,ldumbell1v@shop-pro.jp,798-737-9298,497 Elka Center,Yuan Renminbi,CNY,749.34,3.53E+15,26-Dec-16,-99,ËÎÆÜ
84-7739010,Carlynne,Tutt,62,96,sales coordinator,expert,6,ctutt1w@jiathis.com,789-115-6162,9 Cardinal Way,Euro,EUR,408.25,3.58E+15,8-Feb-17,-99,ËÎÆÜ
01-3903588,Toddie,Capaldo,38,806,executive vice president of sales,middle,2,tcapaldo1x@jimdo.com,520-641-5351,34 Sloan Trail,Yuan Renminbi,CNY,876.99,5.60E+18,23-Jun-17,-99,ÈÑÒÈÍÀ
15-6349531,Arin,Scadden,44,425,sales representative,novice,1,ascadden1y@canalblog.com,527-552-5704,355 Fuller Center,Real,BRL,375.99,3.53E+15,14-Jun-17,-99,ÈÑÒÈÍÀ
88-9504059,Tull,Firbanks,30,578,assistant store manager,middle,13,tfirbanks1z@bbb.org,644-387-4075,84 Towne Lane,Won,KPW,464.50,4.91E+15,16-Nov-17,-99,ËÎÆÜ
56-7276003,Mildred,McReath,23,415,sales associate,expert,13,mmcreath20@guardian.co.uk,555-734-0021,71 Londonderry Alley,Yuan Renminbi,CNY,765.90,4.91E+15,31-May-17,-99,ËÎÆÜ
35-9307029,Randi,Lancastle,30,149,retail sales consultant,experienced,10,rlancastle21@cargocollective.com,202-972-1671,35602 Algoma Hill,Dollar,USD,462.19,5.52E+15,12-Jan-17,-99,ÈÑÒÈÍÀ
86-6545771,Latrina,Swatton,50,142,store manager,expert,5,lswatton22@skype.com,841-219-2623,0645 Golden Leaf Plaza,Dinar,RSD,768.85,6.77E+17,7-Oct-17,-99,ÈÑÒÈÍÀ
25-8797977,Lonnie,Dallas,58,992,director of inside sales,novice,12,ldallas23@friendfeed.com,594-215-3705,87 Portage Point,Koruna,CZK,622.50,6.76E+15,11-Aug-17,-99,ÈÑÒÈÍÀ
34-9260098,Rivkah,McKinna,46,791,sales associate,novice,9,rmckinna24@netlog.com,524-410-9352,3846 Hanson Trail,Yuan Renminbi,CNY,381.94,6.39E+15,15-Jun-17,-99,ËÎÆÜ
55-3388073,Dean,Schustl,55,379,financial planner,expert,14,dschustl25@wsj.com,781-380-6049,42431 Mosinee Center,Forint,HUF,482.95,2.02E+14,24-Apr-17,-99,ËÎÆÜ
33-9667213,Carol-jean,McLuckie,52,708,director of national sales,novice,3,cmcluckie26@alexa.com,633-821-7982,43033 Upham Road,Peso,PHP,915.68,3.55E+15,21-Dec-16,-99,ÈÑÒÈÍÀ
98-1375031,Claudie,Ainslie,57,590,assistant store manager,experienced,3,cainslie27@virginia.edu,349-983-5977,076 Fuller Junction,Yuan Renminbi,CNY,914.37,3.56E+15,23-Jul-17,-99,ÈÑÒÈÍÀ
50-8631914,Lorenzo,Guilder,19,703,sales representative,expert,9,lguilder28@netlog.com,447-151-1232,96 Namekagon Parkway,Euro,EUR,690.73,6.76E+18,31-Oct-17,-99,ËÎÆÜ
90-3273609,Happy,Rogerson,35,804,director of national sales,middle,12,hrogerson29@loc.gov,229-544-9772,6522 Cordelia Avenue,Yuan Renminbi,CNY,676.10,3.55E+15,16-Mar-17,-99,ËÎÆÜ
72-5226077,Miquela,Velasquez,61,338,director of inside sales,experienced,15,mvelasquez2a@discovery.com,543-163-3927,00 Dwight Court,Yuan Renminbi,CNY,834.45,3.75E+14,21-Sep-17,-99,ÈÑÒÈÍÀ
70-0352831,Doro,Fairhurst,33,744,financial advisor,novice,5,dfairhurst2b@google.cn,804-267-7132,33 Steensland Pass,Rupiah,IDR,501.92,3.58E+15,14-Jul-17,-99,ÈÑÒÈÍÀ
74-8604723,Mufinella,Pinyon,57,497,account executive,middle,8,mpinyon2c@oakley.com,901-858-2965,23 Morningstar Avenue,Euro,EUR,888.49,3.54E+15,31-Oct-17,-99,ËÎÆÜ
99-0677575,Jocelin,Petasch,31,805,store manager,expert,14,jpetasch2d@businessinsider.com,244-275-3676,9 Arrowood Park,Ruble,RUB,879.43,3.03E+13,29-Apr-17,-99,ÈÑÒÈÍÀ
24-8919451,Donielle,Hugill,45,534,sales associate,novice,8,dhugill2e@cornell.edu,267-487-6890,67670 Larry Parkway,Ruble,RUB,931.57,4.04E+12,21-Aug-17,-99,ÈÑÒÈÍÀ
77-1190839,Charmine,Bruhnicke,39,921,director of inside sales,novice,5,cbruhnicke2f@cbslocal.com,133-428-3264,20 Clove Circle,Peso,PHP,499.48,5.60E+18,24-Oct-17,-99,ÈÑÒÈÍÀ
11-5976174,Shauna,Roman,23,959,director of inside sales,experienced,15,sroman2g@dot.gov,103-900-0581,009 Hauk Park,Krone,NOK,576.33,5.00E+15,23-Oct-17,-99,ÈÑÒÈÍÀ
65-5477924,Avigdor,Yaknov,34,986,financial advisor,experienced,11,ayaknov2h@flickr.com,899-957-8820,75 Shopko Street,Sol,PEN,922.27,3.06E+13,29-Mar-17,-99,ËÎÆÜ
35-6817388,Elene,Salvadori,23,910,financial advisor,experienced,5,esalvadori2i@webs.com,142-241-0414,11 Fordem Terrace,Euro,EUR,976.37,3.54E+15,16-Jul-17,-99,ÈÑÒÈÍÀ
25-4219945,Aimee,Stair,62,96,director of national sales,expert,8,astair2j@wisc.edu,160-945-0013,87256 5th Street,Yuan Renminbi,CNY,760.59,6.76E+17,12-Sep-17,-99,ÈÑÒÈÍÀ
28-8705970,Stace,Stealey,30,466,financial planner,middle,15,sstealey2k@tamu.edu,264-317-0115,97232 Summer Ridge Park,Yuan Renminbi,CNY,566.57,5.60E+15,5-Jun-17,-99,ÈÑÒÈÍÀ
95-3147353,Lucina,Connal,39,1,executive vice president of sales,expert,8,lconnal2l@plala.or.jp,129-752-6118,63 East Court,Euro,EUR,625.96,3.57E+15,7-Oct-17,-99,ÈÑÒÈÍÀ
04-6313121,Ardenia,Eite,39,372,sales director,novice,6,aeite2m@wordpress.com,305-172-8518,7 Judy Way,Rupiah,IDR,352.67,3.63E+13,24-May-17,-99,ËÎÆÜ
46-2196483,Anabal,Ibbeson,38,617,store manager,experienced,4,aibbeson2n@networksolutions.com,936-618-1672,107 Forest Dale Park,Hryvnia,UAH,654.11,3.58E+15,16-Apr-17,-99,ÈÑÒÈÍÀ
71-2000711,Meridith,Steagall,62,66,financial planner,expert,4,msteagall2o@ehow.com,776-630-4703,03 Mifflin Street,Ruble,RUB,915.04,5.60E+16,18-Dec-16,-99,ÈÑÒÈÍÀ
72-9227697,Norah,Wondraschek,51,729,account executive,experienced,11,nwondraschek2p@barnesandnoble.com,572-413-7399,571 Milwaukee Way,Rupiah,IDR,387.23,5.02E+15,26-Oct-17,-99,ÈÑÒÈÍÀ
19-0958891,Gray,Bussons,64,577,sales coordinator,experienced,5,gbussons2q@skype.com,711-141-4371,1598 Weeping Birch Way,Franc,XAF,548.52,3.57E+15,9-Jun-17,-99,ËÎÆÜ
45-0405600,Jackquelin,Bawcock,64,146,director of national sales,experienced,6,jbawcock2r@economist.com,580-868-7479,4 Milwaukee Alley,Peso,MXN,594.61,3.57E+15,30-Aug-17,-99,ËÎÆÜ
01-2012876,Odelia,Hansill,34,669,director of inside sales,expert,1,ohansill2s@wikia.com,985-152-0011,789 Artisan Circle,Euro,EUR,898.67,5.60E+15,5-Jun-17,-99,ËÎÆÜ
90-9411869,Lolita,Luc,60,811,sales coordinator,expert,3,lluc2t@buzzfeed.com,364-518-9727,763 Banding Crossing,Rupiah,IDR,416.22,5.60E+15,13-Jan-17,-99,ËÎÆÜ
67-2046228,Xerxes,Wildman,62,293,executive vice president of sales,novice,13,xwildman2u@microsoft.com,722-933-9988,275 Hoard Plaza,Yuan Renminbi,CNY,790.35,3.59E+15,20-Oct-17,-99,ÈÑÒÈÍÀ
37-6607276,Ezequiel,Boyde,57,758,sales associate,expert,10,eboyde2v@constantcontact.com,691-269-7629,74627 Scoville Court,Euro,EUR,891.16,5.05E+15,23-Feb-17,-99,ËÎÆÜ
97-9197786,Carole,Ruf,18,443,executive vice president of sales,expert,12,cruf2w@apple.com,298-615-7992,282 Hagan Street,Zloty,PLN,610.55,5.89E+16,8-Mar-17,-99,ÈÑÒÈÍÀ
63-7164408,Janith,Messiter,24,454,retail sales consultant,middle,7,jmessiter2x@rakuten.co.jp,701-262-1862,510 Magdeline Plaza,Euro,EUR,939.53,3.57E+15,24-Jan-17,-99,ÈÑÒÈÍÀ
90-9855519,Jackie,Toland,37,364,sales representative,expert,13,jtoland2y@va.gov,181-152-3809,09402 Union Road,Peso,MXN,500.43,3.58E+15,24-Mar-17,-99,ËÎÆÜ
67-1708472,Courtnay,Eatttok,39,314,financial planner,novice,9,ceatttok2z@hugedomains.com,178-879-6017,74860 Ridgeview Road,Euro,EUR,705.14,3.57E+15,13-Dec-16,-99,ÈÑÒÈÍÀ
89-9389060,Fredrika,Beldon,20,975,retail sales consultant,experienced,6,fbeldon30@epa.gov,643-383-5962,099 Sycamore Point,Yuan Renminbi,CNY,458.04,3.55E+15,11-Feb-17,-99,ÈÑÒÈÍÀ
63-3560981,Marris,Tyhurst,41,350,financial advisor,expert,8,mtyhurst31@state.tx.us,998-937-7074,3726 Manitowish Trail,Yuan Renminbi,CNY,783.49,5.60E+15,12-Jul-17,-99,ÈÑÒÈÍÀ
49-4571661,Ad,Earley,34,527,director of national sales,novice,12,aearley32@tmall.com,704-851-3901,19533 West Plaza,Koruna,CZK,669.32,3.53E+15,21-Feb-17,-99,ÈÑÒÈÍÀ
54-7199557,Arlen,Bridgewater,23,296,sales director,expert,10,abridgewater33@answers.com,995-775-9190,4 Towne Circle,Rupiah,IDR,652.11,3.74E+14,7-Jan-17,-99,ÈÑÒÈÍÀ
53-4388724,Adara,Sayre,36,49,sales coordinator,middle,15,asayre34@comcast.net,485-605-5797,921 Evergreen Court,Euro,EUR,815.97,4.92E+15,5-Jun-17,-99,ËÎÆÜ
33-8266473,Constanta,Hoodlass,42,442,store manager,middle,15,choodlass35@mayoclinic.com,732-859-5717,12 Union Place,Peso,PHP,652.30,5.04E+16,17-Oct-17,-99,ÈÑÒÈÍÀ
39-4113119,Storm,Barradell,31,107,director of inside sales,novice,14,sbarradell36@redcross.org,401-275-6544,6168 Anniversary Plaza,Rupiah,IDR,562.50,3.59E+15,14-Aug-17,-99,ÈÑÒÈÍÀ
49-6686932,Leicester,Brookfield,53,592,sales associate,expert,2,lbrookfield37@icq.com,253-557-0231,834 Laurel Avenue,Dollar,USD,825.00,6.77E+17,3-Dec-16,-99,ÈÑÒÈÍÀ
99-0730022,Nikki,Connal,50,523,assistant store manager,novice,4,nconnal38@google.de,773-746-2247,073 Luster Place,Cordoba,NIO,867.78,3.53E+15,11-Sep-17,-99,ËÎÆÜ
42-1683433,Chilton,Meriton,63,685,assistant store manager,middle,7,cmeriton39@acquirethisname.com,178-801-5379,5 Scoville Park,Rupiah,IDR,794.05,5.60E+15,19-Apr-17,-99,ÈÑÒÈÍÀ
18-1664037,Tori,Del Dello,19,471,sales director,middle,15,tdeldello3a@bloglines.com,279-559-4951,46 Warner Terrace,Koruna,CZK,728.25,2.02E+14,23-Oct-17,-99,ËÎÆÜ
02-7298244,Jarrod,Lappin,49,99,director of inside sales,expert,13,jlappin3b@eepurl.com,433-123-9101,49 Northland Way,Yuan Renminbi,CNY,746.10,3.57E+15,13-May-17,-99,ÈÑÒÈÍÀ
64-4174637,Ashia,Foyston,52,222,store manager,expert,6,afoyston3c@about.me,633-849-4578,6966 Kenwood Street,Rupee,LKR,989.77,6.76E+16,29-Oct-17,-99,ÈÑÒÈÍÀ
77-6266503,Tadio,Hingeley,42,388,director of national sales,middle,13,thingeley3d@ibm.com,671-208-0198,2 Ruskin Crossing,Yuan Renminbi,CNY,620.78,5.54E+15,30-Dec-16,-99,ÈÑÒÈÍÀ
27-3632295,Temple,Wooster,41,957,sales associate,novice,14,twooster3e@oracle.com,967-198-5745,32 Corry Plaza,Ruble,RUB,500.50,6.76E+17,12-Mar-17,-99,ËÎÆÜ
37-1631738,Inger,Davidovich,37,321,director of national sales,middle,3,idavidovich3f@blogger.com,703-605-7237,06331 Cody Street,Marka,BAM,353.09,3.57E+15,20-Dec-16,-99,ÈÑÒÈÍÀ
96-9116348,Trenton,Couper,23,277,sales director,middle,7,tcouper3g@altervista.org,982-666-7584,9 Melvin Lane,Ringgit,MYR,812.24,3.53E+15,19-Oct-17,-99,ËÎÆÜ
84-7209250,Chelsey,McManus,39,932,sales associate,novice,15,cmcmanus3h@blogger.com,849-563-6625,18064 Mayfield Alley,Euro,EUR,983.42,6.30E+16,6-Mar-17,-99,ÈÑÒÈÍÀ
62-2987317,Tabby,Wadeson,45,270,financial advisor,novice,15,twadeson3i@ihg.com,140-313-3858,0814 Glacier Hill Terrace,Yuan Renminbi,CNY,428.51,3.01E+13,13-Aug-17,-99,ÈÑÒÈÍÀ
58-7484645,Freddy,Starbeck,59,243,financial advisor,experienced,2,fstarbeck3j@economist.com,497-347-8135,349 Barby Place,Yuan Renminbi,CNY,896.55,5.00E+15,25-Dec-16,-99,ÈÑÒÈÍÀ
