employee_code,first_name,last_name,age,store_srcid,position_name,position_grade_srcid,work_experience,email,phone,personal_address,currency,currency_code,month_salary,credit_card,start_date,end_date,is_active
80-5348395,Pepita,Matis,56,947,sales representative,novice,15,pmatis12@edublogs.org,372-923-2610,7 Hudson Street,Yuan Renminbi,CNY,690.75,6.76E+15,2-Jun-17,-99,ËÎÆÜ
58-2950072,Jamey,Duguid,40,628,store manager,middle,10,jduguid13@dell.com,799-902-6236,4183 Bay Court,Rupiah,IDR,760.10,3.57E+15,11-Jul-17,-99,ËÎÆÜ
38-1009209,Charmine,Dowzell,60,221,sales representative,expert,2,cdowzell14@uol.com.br,669-150-1954,39327 Susan Junction,Euro,EUR,913.73,3.58E+15,23-Oct-17,-99,ËÎÆÜ
42-8502599,Konstanze,Spelman,45,313,store manager,experienced,4,kspelman15@virginia.edu,836-740-0977,0791 Heath Parkway,Peso,MXN,650.76,3.75E+14,5-Apr-17,-99,ËÎÆÜ
43-7981964,Jere,Comoletti,43,135,director of inside sales,novice,11,jcomoletti16@google.co.jp,883-246-0743,33 Gerald Point,Rupee,NPR,691.00,6.33E+17,21-May-17,-99,ËÎÆÜ
80-0140899,Skyler,Ovesen,37,889,sales representative,novice,7,sovesen17@nasa.gov,188-457-1892,036 Sundown Crossing,Quetzal,GTQ,973.47,5.02E+17,31-Dec-16,-99,ËÎÆÜ
53-0307128,Fidelity,Orringe,26,286,financial advisor,novice,12,forringe18@mediafire.com,999-353-5047,36649 Warbler Hill,Rupiah,IDR,474.51,3.05E+13,18-Sep-17,-99,ËÎÆÜ
86-5396131,Lilllie,Gallifont,49,34,assistant store manager,experienced,13,lgallifont19@quantcast.com,922-500-5458,788 Melody Point,Baht,THB,763.44,3.55E+15,24-Jun-17,-99,ÈÑÒÈÍÀ
79-2841153,Mariann,Halewood,46,927,executive vice president of sales,expert,13,mhalewood1a@google.ru,541-700-6333,6411 Jay Alley,Yuan Renminbi,CNY,772.95,5.00E+15,27-May-17,-99,ËÎÆÜ
59-2626737,Paton,Miettinen,33,664,director of national sales,expert,15,pmiettinen1b@hexun.com,532-414-9968,83 Maple Trail,Koruna,CZK,436.57,6.71E+17,20-Feb-17,-99,ËÎÆÜ
35-8541798,Nessy,Tole,24,16,account executive,expert,1,ntole1c@weather.com,697-620-6308,65 Sunbrook Court,Yuan Renminbi,CNY,740.49,3.54E+15,29-Jun-17,-99,ÈÑÒÈÍÀ
89-9904440,Georgie,Strover,23,675,financial planner,novice,6,gstrover1d@live.com,231-357-4016,73 Barnett Way,Dollar,USD,902.32,6.33E+15,5-Mar-17,-99,ËÎÆÜ
05-0479060,Tobias,Jeandet,27,409,sales director,expert,14,tjeandet1e@skyrock.com,662-830-3642,631 Ronald Regan Court,Lempira,HNL,851.04,3.55E+15,18-Sep-17,-99,ËÎÆÜ
33-8376832,Ruthie,Matej,60,850,store manager,expert,10,rmatej1f@businessweek.com,473-692-9748,36121 Caliangt Alley,Euro,EUR,762.03,5.44E+15,13-Feb-17,-99,ÈÑÒÈÍÀ
88-7829171,Alfy,Kearsley,27,631,sales director,middle,10,akearsley1g@infoseek.co.jp,248-910-2578,0900 3rd Road,Peso,COP,965.76,3.57E+15,29-Oct-17,-99,ËÎÆÜ
26-2599775,Blake,Dowthwaite,38,604,sales director,middle,14,bdowthwaite1h@sourceforge.net,347-102-4837,9335 Melrose Crossing,Yuan Renminbi,CNY,470.63,5.01E+15,20-Mar-17,-99,ÈÑÒÈÍÀ
04-1125781,Chloette,Baniard,52,652,sales associate,novice,10,cbaniard1i@google.co.jp,369-865-0051,414 Novick Place,Yuan Renminbi,CNY,906.27,5.60E+16,8-Aug-17,-99,ÈÑÒÈÍÀ
95-2364582,Annis,Gourlay,18,552,financial planner,experienced,5,agourlay1j@wikimedia.org,457-247-2329,65441 Troy Plaza,Quetzal,GTQ,674.84,3.56E+15,20-Aug-17,-99,ËÎÆÜ
63-3437248,Jamie,Isaak,63,753,executive vice president of sales,experienced,9,jisaak1k@accuweather.com,486-877-8423,00373 Transport Circle,Rupiah,IDR,519.96,2.01E+14,16-Mar-17,-99,ËÎÆÜ
41-9812275,Jodi,Ferrick,40,992,director of inside sales,expert,7,jferrick1l@histats.com,652-334-8882,58112 Glacier Hill Park,Dollar,USD,655.74,3.53E+15,11-Nov-17,-99,ËÎÆÜ
89-4600704,Tersina,Trice,30,326,sales associate,expert,7,ttrice1m@sitemeter.com,267-611-5917,319 Sundown Court,Peso,ARS,520.14,3.06E+13,2-Dec-16,-99,ËÎÆÜ
84-8688112,Cooper,McLernon,50,440,account executive,middle,9,cmclernon1n@rambler.ru,496-488-2749,083 Fisk Parkway,Yuan Renminbi,CNY,998.85,3.54E+15,23-Apr-17,-99,ËÎÆÜ
19-8543671,Alla,Newarte,22,537,sales director,expert,14,anewarte1o@patch.com,756-299-9395,551 Lyons Avenue,Ruble,RUB,800.33,3.57E+15,20-May-17,-99,ËÎÆÜ
04-9713180,Mohandis,Shefton,46,698,account executive,novice,3,mshefton1p@printfriendly.com,847-972-0541,4922 Doe Crossing Lane,Euro,EUR,871.98,3.58E+15,1-Mar-17,-99,ËÎÆÜ
49-4730046,Shelagh,Gawthorpe,62,660,sales associate,middle,2,sgawthorpe1q@acquirethisname.com,639-298-9032,5 Dapin Street,Sol,PEN,581.10,3.74E+14,30-Aug-17,-99,ÈÑÒÈÍÀ
79-5188999,Morley,Phaup,53,433,retail sales consultant,novice,9,mphaup1r@cisco.com,143-203-5628,488 Village Parkway,Rupee,PKR,473.88,3.55E+15,8-Dec-16,-99,ËÎÆÜ
73-2885529,Henrietta,Dupree,46,312,sales representative,novice,5,hdupree1s@tripod.com,162-537-2750,9 Johnson Trail,Shilling,TZS,465.95,3.59E+15,18-Nov-16,-99,ËÎÆÜ
43-3771252,Clayborne,Hassekl,27,653,assistant store manager,middle,12,chassekl1t@reddit.com,890-494-9978,70 Bobwhite Avenue,Koruna,CZK,925.28,2.02E+14,19-Nov-16,-99,ÈÑÒÈÍÀ
62-0313520,Margalit,Hellsdon,39,177,sales director,experienced,2,mhellsdon1u@apple.com,573-761-9287,62734 Rutledge Drive,Ruble,RUB,508.70,4.29E+12,6-Jun-17,-99,ËÎÆÜ
26-1654417,Allix,Restall,34,260,executive vice president of sales,expert,3,arestall1v@army.mil,682-967-5613,46 John Wall Circle,Rupiah,IDR,583.96,3.55E+15,31-Jan-17,-99,ËÎÆÜ
04-7405390,Scarlet,Shaudfurth,33,491,sales associate,experienced,6,sshaudfurth1w@geocities.com,121-112-4430,6890 Mcguire Lane,Real,BRL,474.71,3.01E+13,10-Dec-16,-99,ÈÑÒÈÍÀ
67-0596182,Tiffy,Rosbrough,50,654,sales director,experienced,10,trosbrough1x@slashdot.org,613-437-0815,8192 Oakridge Point,Rupiah,IDR,377.48,4.04E+12,8-Feb-17,-99,ÈÑÒÈÍÀ
02-9210545,Phaedra,Bernakiewicz,23,772,sales representative,expert,10,pbernakiewicz1y@bluehost.com,946-367-1185,0 Golf Course Park,Peso,PHP,512.44,3.57E+15,26-Aug-17,-99,ÈÑÒÈÍÀ
64-7448781,Bird,Freckleton,54,255,sales coordinator,expert,2,bfreckleton1z@bravesites.com,442-245-8478,76282 Independence Pass,Yuan Renminbi,CNY,704.42,4.18E+15,28-May-17,-99,ËÎÆÜ
58-0522080,Chic,Knuckles,44,658,director of inside sales,experienced,3,cknuckles20@usda.gov,716-802-4329,0568 Scofield Place,Dollar,USD,806.22,3.57E+15,7-Jul-17,-99,ËÎÆÜ
95-9783429,Mari,Trace,30,964,sales representative,expert,15,mtrace21@rakuten.co.jp,331-193-4631,1 Roxbury Street,Afghani,AFN,865.72,3.58E+15,13-Aug-17,-99,ËÎÆÜ
07-6564982,Florance,Davidy,53,630,sales representative,experienced,7,fdavidy22@elpais.com,841-524-1229,894 Burning Wood Hill,Yuan Renminbi,CNY,406.74,3.55E+15,6-Mar-17,-99,ËÎÆÜ
97-4507445,Druci,Soldner,26,396,store manager,novice,2,dsoldner23@skype.com,905-709-6608,3 Longview Road,Peso,PHP,568.87,5.37E+15,4-Feb-17,-99,ÈÑÒÈÍÀ
19-6675420,Marven,Matuszewski,53,54,executive vice president of sales,expert,9,mmatuszewski24@sciencedirect.com,715-233-8779,48 Nobel Parkway,Kuna,HRK,556.36,3.59E+15,30-Jun-17,-99,ËÎÆÜ
80-2059614,Ainslie,Hawken,43,187,executive vice president of sales,novice,12,ahawken25@baidu.com,228-358-5753,96927 Arrowood Place,Yuan Renminbi,CNY,916.83,5.60E+17,15-Apr-17,-99,ËÎÆÜ
80-5620636,Sarajane,Collumbell,34,84,sales associate,experienced,9,scollumbell26@ca.gov,529-312-0883,0 Lien Circle,Ruble,RUB,791.85,6.77E+18,21-Nov-16,-99,ËÎÆÜ
98-4583064,Andriette,Benedicto,50,930,store manager,novice,12,abenedicto27@networksolutions.com,875-455-2792,02 Bartillon Lane,Euro,EUR,526.56,5.60E+17,9-Jul-17,-99,ÈÑÒÈÍÀ
96-3096908,Sarge,Slateford,46,367,store manager,expert,12,sslateford28@163.com,564-429-1740,9085 Warner Terrace,Hryvnia,UAH,764.62,5.60E+17,22-Oct-17,-99,ÈÑÒÈÍÀ
57-3810481,Alfred,Rimington,44,540,financial planner,novice,10,arimington29@constantcontact.com,214-718-4142,2 Toban Avenue,Dollar,USD,578.63,5.60E+15,11-Jan-17,-99,ËÎÆÜ
42-7635322,Cull,O' Loughran,22,77,sales associate,expert,10,coloughran2a@fc2.com,453-195-7045,875 Doe Crossing Junction,Tenge,KZT,842.74,3.55E+15,17-Nov-17,-99,ÈÑÒÈÍÀ
66-1976538,Cherri,Beckitt,28,24,executive vice president of sales,expert,11,cbeckitt2b@g.co,757-846-8506,0785 Rusk Drive,Dollar,USD,401.90,3.58E+15,1-Jul-17,-99,ÈÑÒÈÍÀ
57-6659187,Chere,Belton,20,538,account executive,experienced,12,cbelton2c@aol.com,965-756-4145,1392 Mandrake Alley,Yen,JPY,964.97,3.55E+15,6-May-17,-99,ËÎÆÜ
60-8278615,Thaddus,Verheyden,40,690,sales associate,middle,12,tverheyden2d@google.es,404-893-7362,05384 Springs Street,Rupiah,IDR,711.90,3.59E+15,13-Oct-17,-99,ËÎÆÜ
97-9155401,Ennis,Langstaff,23,138,sales representative,middle,6,elangstaff2e@wikia.com,150-656-8302,90 Hagan Terrace,Peso,PHP,989.86,3.55E+15,11-Jul-17,-99,ÈÑÒÈÍÀ
11-5582969,Sylvan,Wolfe,62,819,retail sales consultant,middle,12,swolfe2f@accuweather.com,127-525-2260,15034 Lotheville Center,Dollar,CAD,361.08,6.30E+16,16-Apr-17,-99,ÈÑÒÈÍÀ
52-3987735,Christy,Jzak,48,706,sales representative,experienced,4,cjzak2g@so-net.ne.jp,277-385-6983,57736 Hallows Parkway,Real,BRL,605.51,3.57E+15,2-May-17,-99,ËÎÆÜ
55-9484280,Dolores,Krabbe,21,204,sales associate,experienced,6,dkrabbe2h@noaa.gov,225-116-2223,5787 Forster Trail,Yuan Renminbi,CNY,889.63,3.55E+15,12-Aug-17,-99,ËÎÆÜ
58-9845856,Amelita,Twelftree,59,82,assistant store manager,experienced,8,atwelftree2i@princeton.edu,495-921-9236,433 Cambridge Parkway,Yuan Renminbi,CNY,635.89,2.01E+14,18-Mar-17,-99,ÈÑÒÈÍÀ
68-1364059,Thibaud,Gostick,33,171,retail sales consultant,experienced,14,tgostick2j@eepurl.com,636-772-8587,00524 Porter Circle,Ruble,RUB,902.95,6.33E+17,23-Sep-17,-99,ËÎÆÜ
75-9512596,Ryley,Puckinghorne,56,846,sales coordinator,middle,6,rpuckinghorne2k@utexas.edu,118-975-6082,284 Montana Hill,Yuan Renminbi,CNY,397.59,4.90E+17,27-Feb-17,-99,ÈÑÒÈÍÀ
04-4469041,Lawry,Crowne,28,619,director of national sales,expert,11,lcrowne2l@nps.gov,959-311-0659,8 Dahle Crossing,Real,BRL,916.57,5.00E+15,6-Sep-17,-99,ÈÑÒÈÍÀ
03-2522840,Thornie,Girardoni,26,368,executive vice president of sales,middle,13,tgirardoni2m@domainmarket.com,835-780-0760,719 New Castle Pass,Lari,GEL,673.42,5.00E+15,22-Sep-17,-99,ËÎÆÜ
68-4540568,Neely,Landsberg,43,231,assistant store manager,experienced,9,nlandsberg2n@angelfire.com,502-144-1516,595 Birchwood Place,Euro,EUR,665.59,4.90E+17,13-Dec-16,-99,ËÎÆÜ
94-3715692,Kerrin,D'Abbot-Doyle,61,16,director of national sales,novice,8,kdabbotdoyle2o@ucsd.edu,135-152-6238,444 Main Street,Yuan Renminbi,CNY,768.79,3.55E+15,6-Nov-17,-99,ËÎÆÜ
21-2539073,Eugenio,Bluett,18,60,financial planner,novice,7,ebluett2p@msn.com,490-667-0326,306 5th Plaza,Yuan Renminbi,CNY,365.25,3.38E+14,22-Dec-16,-99,ËÎÆÜ
26-7858715,Liz,Bastard,26,634,financial planner,expert,3,lbastard2q@unicef.org,457-935-6083,2 Jana Plaza,Krona,SEK,434.56,5.10E+15,10-Dec-16,-99,ËÎÆÜ
41-0835745,Gard,Chotty,50,140,retail sales consultant,experienced,2,gchotty2r@cnbc.com,859-301-5304,0 Loomis Hill,Peso,DOP,541.03,6.39E+15,4-Aug-17,-99,ÈÑÒÈÍÀ
87-5320968,Christi,Irce,27,721,assistant store manager,experienced,11,circe2s@sun.com,463-336-7025,4 Almo Junction,Sol,PEN,498.58,3.06E+13,23-Nov-16,-99,ËÎÆÜ
75-4373478,Gradey,Welband,24,106,director of inside sales,experienced,7,gwelband2t@ox.ac.uk,595-577-2990,0 Iowa Hill,Peso,ARS,474.10,6.76E+18,6-Dec-16,-99,ËÎÆÜ
46-3350904,Ermengarde,Kimber,40,521,executive vice president of sales,middle,1,ekimber2u@dmoz.org,927-270-9642,97 Caliangt Hill,Yuan Renminbi,CNY,860.60,3.55E+15,10-Dec-16,-99,ËÎÆÜ
51-3824983,Lynett,Headrick,32,38,sales director,middle,15,lheadrick2v@lulu.com,767-143-0133,8 Myrtle Parkway,Yuan Renminbi,CNY,878.83,2.02E+14,22-Jan-17,-99,ËÎÆÜ
12-2619107,Tessa,Antonazzi,61,333,account executive,expert,8,tantonazzi2w@sogou.com,808-498-5617,8989 Forster Plaza,Rupiah,IDR,622.98,6.38E+15,15-Dec-16,-99,ÈÑÒÈÍÀ
01-5948780,Skippie,Pentlow,52,267,assistant store manager,experienced,13,spentlow2x@oaic.gov.au,492-463-4351,98711 Karstens Center,Yuan Renminbi,CNY,468.21,5.60E+18,13-May-17,-99,ÈÑÒÈÍÀ
47-0800923,Boniface,O'Riordan,51,424,sales director,expert,11,boriordan2y@hatena.ne.jp,264-619-0460,682 Springview Circle,Yuan Renminbi,CNY,827.20,3.74E+14,11-Mar-17,-99,ËÎÆÜ
02-8766736,Krystal,Kinde,55,456,retail sales consultant,middle,1,kkinde2z@cdbaby.com,160-114-0236,803 Westport Plaza,Rupiah,IDR,975.97,3.53E+15,9-May-17,-99,ËÎÆÜ
83-6486882,Nickie,Wisniowski,30,820,sales director,middle,2,nwisniowski30@posterous.com,827-498-8910,76 Onsgard Crossing,Real,BRL,404.49,3.55E+15,29-Mar-17,-99,ËÎÆÜ
97-7498964,Brianne,Jime,37,837,director of inside sales,middle,11,bjime31@ted.com,522-508-9045,81 Rieder Center,Euro,EUR,690.36,5.02E+16,3-Jun-17,-99,ÈÑÒÈÍÀ
15-2081471,Gorden,Alberts,23,627,financial planner,expert,7,galberts32@alibaba.com,409-929-3211,885 East Hill,Won,KPW,666.36,3.54E+15,15-Nov-17,-99,ËÎÆÜ
01-1488085,Pietra,Ivashnikov,30,410,executive vice president of sales,expert,1,pivashnikov33@howstuffworks.com,484-151-6141,90078 Havey Way,Ruble,BYR,494.30,3.58E+15,29-Sep-17,-99,ÈÑÒÈÍÀ
69-2699639,Nadine,Menlow,59,338,account executive,novice,10,nmenlow34@dion.ne.jp,315-704-2116,80 John Wall Park,Peso,COP,944.63,3.53E+15,5-Feb-17,-99,ËÎÆÜ
35-6110733,Simonne,Dunbavin,19,307,store manager,novice,12,sdunbavin35@furl.net,504-600-9228,1 Hoffman Place,Krona,SEK,995.95,3.59E+15,24-Nov-16,-99,ËÎÆÜ
21-2848147,Ariel,Trippick,58,846,sales representative,middle,5,atrippick36@google.pl,793-570-0215,3442 Pawling Park,Ruble,RUB,579.32,5.60E+18,17-Sep-17,-99,ËÎÆÜ
98-0632101,Riane,Pinkerton,63,900,financial planner,expert,5,rpinkerton37@baidu.com,411-324-9573,7592 Summerview Pass,Euro,EUR,962.65,4.41E+15,12-Feb-17,-99,ËÎÆÜ
07-7295078,Dru,Pilipets,39,776,sales coordinator,expert,7,dpilipets38@ovh.net,664-670-1941,9 1st Crossing,Dollar,HKD,563.08,3.56E+15,30-Oct-17,-99,ÈÑÒÈÍÀ
71-6594093,Bernetta,Phateplace,25,316,sales representative,novice,10,bphateplace39@blogspot.com,264-175-9964,36 Linden Place,Peso,PHP,586.75,3.53E+15,17-Nov-17,-99,ÈÑÒÈÍÀ
13-0924239,Shermy,Digweed,64,745,retail sales consultant,experienced,1,sdigweed3a@usgs.gov,871-552-9173,1 Coolidge Road,Ruble,RUB,533.95,3.59E+15,9-Apr-17,-99,ËÎÆÜ
22-0100744,Saba,Saltmarsh,39,393,sales associate,experienced,8,ssaltmarsh3b@dyndns.org,781-120-4150,7 Morningstar Road,Yuan Renminbi,CNY,835.61,3.57E+15,17-Oct-17,-99,ËÎÆÜ
13-4622858,Charmine,Buckoke,42,273,sales director,experienced,14,cbuckoke3c@4shared.com,937-740-1915,0 Surrey Lane,Rupiah,IDR,892.70,3.54E+15,23-Dec-16,-99,ÈÑÒÈÍÀ
62-5327598,Godfrey,McCarroll,55,472,sales representative,experienced,14,gmccarroll3d@un.org,472-689-4464,42830 Glendale Crossing,Yuan Renminbi,CNY,740.71,3.01E+13,8-Aug-17,-99,ËÎÆÜ
89-7189926,Lonni,Glew,36,662,assistant store manager,middle,11,lglew3e@gravatar.com,790-607-0464,46 Westend Parkway,Yuan Renminbi,CNY,554.47,3.56E+15,30-Nov-16,-99,ËÎÆÜ
47-0426943,Elsey,Euler,26,51,executive vice president of sales,novice,13,eeuler3f@cmu.edu,306-560-4993,3808 Parkside Way,Krona,SEK,841.27,5.31E+15,15-Oct-17,-99,ËÎÆÜ
45-4052497,Imelda,Dybell,25,879,sales associate,middle,11,idybell3g@cornell.edu,146-424-1391,280 Loeprich Way,Peso,COP,466.48,3.58E+15,9-Oct-17,-99,ËÎÆÜ
72-0825987,Tanner,Crosland,18,606,director of national sales,middle,12,tcrosland3h@desdev.cn,991-253-5320,27111 Namekagon Trail,Yuan Renminbi,CNY,978.13,3.57E+15,18-Mar-17,-99,ËÎÆÜ
19-3953459,Harlen,Horbath,44,65,executive vice president of sales,middle,15,hhorbath3i@ustream.tv,442-118-4876,0 Buell Place,Zloty,PLN,891.73,6.76E+16,12-Jul-17,-99,ËÎÆÜ
99-1853082,Merridie,Simonite,56,648,account executive,novice,5,msimonite3j@uol.com.br,847-433-9030,2 Macpherson Street,Shekel,ILS,607.39,4.18E+15,11-Oct-17,-99,ËÎÆÜ
65-4763528,Kaylyn,Tickel,25,643,sales representative,novice,6,ktickel3k@constantcontact.com,936-332-0089,438 Birchwood Trail,Gourde,HTG,579.35,4.84E+15,31-Jan-17,-99,ËÎÆÜ
32-2601239,Clara,Hayen,31,53,sales associate,expert,3,chayen3l@cbsnews.com,718-424-6078,79 Moulton Parkway,Rupiah,IDR,877.29,5.37E+15,8-Dec-16,-99,ËÎÆÜ
