7045;Пожарский;Виталий;Витольдович;375297900509;hjamji@xaker.ru;46;462963;1;01.11.2009;;BM;
9562;Сачнева;Ирина;Владимировна;375297900977;zounye@mnogo.ru;28;119347;1;01.11.2009;;AB;
9539;Трибулева;Ольга;Николаевна;375297901557;theeteex@inbox.ru;30;544753;1;01.11.2009;;HB;
9396;Свиридова;Светлана;Александровна;375297900988;chyigia@email.ru;47;214336;1;01.11.2009;;MP;
7235;Станкевич;Татьяна;Александровна;375297901286;njuryuliej@umr.ru;44;219344;1;01.11.2009;;BM;
5960;Юцкевич;Валентина;Ивановна;375297902251;ciatya@mnogo.ru;25;247743;0;01.11.2009;01.11.2017;AB;
4685;Шуляковская;Анна;Владимировна;375297902176;fjatyedye@softhome.com;35;474333;0;01.11.2009;01.11.2017;KH;
8145;Потапенко;Сергей;Петрович;375297900569;quyechia@lycos.com;35;451584;1;01.11.2009;;AB;
8687;Туманова;Светлана;Григорьевна;375297901595;chjikookjeth@max.ru;27;634614;1;01.11.2009;;KH;
7353;Темпнева;Галина;Ануфриевна;375297901460;touthji@exn.ru;43;377094;1;01.11.2009;;BM;
1944;Рудак;Елена;Егоровна;375297900795;mjich@list.ru;28;487000;1;01.11.2009;;BM;
1426;Сташенкова;Наталья;Олеговна;375297901315;joutya_1991@inbox.ru;30;463024;1;01.11.2009;;BM;
4350;Петрович;Валентина;Ивановна;375297900406;choxounya@adelite.com;31;603819;1;01.11.2009;;AB;
8698;Пивчук;Александр;Александрович;375297900432;haevo@max.ru;44;708970;1;01.11.2009;;MP;
5921;Стрига;Василий;Викеньтьевич;375297901357;vesch@hotbox.com;45;595546;1;01.11.2009;;AB;
1600;Хлистовская;Инна;Владимировна;375297901804;tiusjobyu@narod.ru;34;542986;1;01.11.2009;;KH;
9600;Торопышкина;Светлана;Васильевна;375297901549;chouquiush@google.com;42;264578;1;01.11.2009;;HB;
2195;Юшко;Павел;Олегович;375297902261;pishuv@google.com;50;535961;0;01.11.2009;01.11.2017;KH;
4656;Чалей;Виолетта;Михайловна;375297901903;tikiukiuv@narod.ru;31;479814;0;01.11.2009;01.11.2017;AB;
4915;Ракевич;Ирина;Сергеевна;375297900684;niochja@land.ru;25;751173;1;01.11.2009;;KH;
2790;Разбегальский;Анатолий;Анатольевич;375297900677;nieshieshya@netman.ru;38;630448;1;01.11.2009;;KH;
2935;Тищенко;Екатерина;Олеговна;375297901507;njahyopjel@umr.ru;32;459448;1;01.11.2009;;MP;
5433;Янкович;Виктория;Дмитриевна;375297902302;lypjiqu@chat.ru;40;435565;0;01.11.2009;01.11.2017;HB;
3298;Семенова;Вера;Николаевна;375297901023;zhoujyo@adelite.com;31;635590;1;01.11.2009;;AB;
6232;Шенделева;Елена;Николаевна;375297902075;kyif@inbox.ru;41;709834;0;01.11.2009;01.11.2017;MP;
7394;Яковец;Иван;Дмитрович;375297902281;tielioh@netman.ru;46;188524;0;01.11.2009;01.11.2017;HB;
6098;Саматуга;Наталья;Александровна;375297900937;siejjun@google.com;40;423478;1;01.11.2009;;HB;
8378;Терентьев;Павел;Михайлович;375297901462;thek@mnogo.ru;42;605820;1;01.11.2009;;KH;
9852;Ромашевский;Марьян;Антонович;375297900780;zhyicoonje@adelite.com;48;578945;1;01.11.2009;;BM;
2632;Телица;Людмила;Иосифовна;375297901457;schyimye@max.ru;49;115027;1;01.11.2009;;MC;
6523;Совкова;Анжела;Сергеевна;375297901206;pjonof@hotbox.com;34;439383;1;01.11.2009;;AB;
1373;Шаманов;Александр;Васильевич;375297902006;fyidou@langoo.com;28;517296;0;01.11.2009;01.11.2017;KH;
9693;Силова;Оксана;Александровна;375297901092;lesh@langoo.com;34;304397;1;01.11.2009;;MP;
4845;Чумаков;Валерий;Валентинович;375297901973;hyovjog@rin.ru;46;411405;0;01.11.2009;01.11.2017;MC;
4456;Шауро;Людмила;Николаевна;375297902034;xjagyke@list.ru;41;595142;0;01.11.2009;01.11.2017;MC;
4860;Старовойтова;Татьяна;Владимировна;375297901296;mouh_2001@land.ru;50;558674;1;01.11.2009;;MP;
4930;Сакович;Зинаида;Александровна;375297900927;schoobie@rambler.ru;29;355690;1;01.11.2009;;AB;
4578;Плиток;Жанна;Григорьевна;375297900473;pouzhyone@netman.ru;39;635589;1;01.11.2009;;HB;
7687;Печковская;Татьяна;Юрьевна;375297900423;pjithiabee@usa.net;35;330912;1;01.11.2009;;HB;
3160;Силкова;Ирина;Ивановна;375297901091;meesjachiu@umr.ru;35;365789;1;01.11.2009;;KH;
6096;Пинцевич;Светлана;Алексеевна;375297900441;xeescheenia@smtp.ru;26;383030;1;01.11.2009;;KB;
1876;Финцев;Данил;Валентинович;375297901711;lousjo@aol.com;43;437183;1;01.11.2009;;HB;
5907;Шибайло;Фаина;Михайловна;375297902098;xeecouzh@rumail.ru;46;133079;0;01.11.2009;01.11.2017;MP;
6204;Славкина;Оксана;Сергеевна;375297901155;schjeliusjir@newmail.ru;40;393731;1;01.11.2009;;BM;
3557;Яновская;Алеся;Валерьевна;375297902311;quogyo@newmail.ru;48;298294;0;01.11.2009;01.11.2017;MP;
9825;Тихоновецкий;Сергей;Михайлович;375297901497;xiuchjud@google.com;30;282332;1;01.11.2009;;HB;
2377;Писаронок;Ольга;Валерьевна;375297900450;schiashoomo@max.ru;27;349970;1;01.11.2009;;BM;
5541;Франукевич;Оксана;Витальевна;375297901722;quyujiugee@aol.com;31;363511;1;01.11.2009;;KB;
2593;Слайковский;Петр;Николаевна;375297901156;chedux@exn.ru;35;610181;1;01.11.2009;;HB;
7529;Толкач;Анна;Алексеевна;375297901525;zjanjich@infobiz.com;31;378062;1;01.11.2009;;BM;
4537;Хвесюк;Елена;Илларионовна;375297901791;shiok_1992@softhome.com;36;726803;1;01.11.2009;;KB;
3652;Семеня;Юлия;Ивановна;375297901027;ryaxjir@infobiz.com;39;322738;1;01.11.2009;;MP;
5664;Степура;Марина;Владимировна;375297901330;quiezu@inbox.ru;31;424624;1;01.11.2009;;HB;
1357;Попова;Анжела;Борисовна;375297900559;njesyif@land.ru;43;336285;1;01.11.2009;;MC;
1222;Янковская;Инна;Флорьяновна;375297902304;kjuschih@hotbox.com;27;525131;0;01.11.2009;01.11.2017;MP;
4574;Синица;Сергей;Иванович;375297901102;choope@list.ru;47;361668;1;01.11.2009;;AB;
9587;Сокольчик;Сергей;Викторович;375297901227;vjezyity@exn.ru;38;266823;1;01.11.2009;;MC;
2062;Полонейчик;Зоя;Александровна;375297900527;cyana@softhome.com;41;172559;1;01.11.2009;;MC;
7132;Сугак;Алеся;Игоревна;375297901375;zyepou_1981@hob.ru;44;590936;1;01.11.2009;;KH;
4599;Черкашина;Лилия;Антоновна;375297901915;fjozjas@sexnarod.ru;37;368475;0;01.11.2009;01.11.2017;MP;
3640;Петровец;Ирина;Евгеньевна;375297900402;djifiusch@lycos.com;31;145674;1;01.11.2009;;KH;
4856;Скридлевская;Екатерина;Александровна;375297901144;jymy@yahoo.com;44;699591;1;01.11.2009;;MC;
1421;Пушнякова;Светлана;Михайловна;375297900634;shufjush@hotbox.com;42;382307;1;01.11.2009;;HB;
3838;Ульшина;Надежда;Васильевна;375297901629;fouxo@pop3.ru;27;702098;1;01.11.2009;;BM;
9335;Чурковская;Тамара;Васильевна;375297901980;bjedap@nettaxi.com;30;293904;0;01.11.2009;01.11.2017;MC;
7560;Юник;Анатолий;Вацлавович;375297902229;hitja@nettaxi.com;45;145639;0;01.11.2009;01.11.2017;KB;
3768;Партыка;Евгений;Алексеевич;375297900339;kyazhyu@rin.ru;29;702044;1;01.11.2009;;KH;
7194;Шатилина;Алла;Михайловна;375297902031;faenjat@nextmail.ru;50;638025;0;01.11.2009;01.11.2017;HB;
8537;Селезнёва;Екатерина;Васильевна;375297901007;sjilih@nihuja.net;40;434010;1;01.11.2009;;KB;
8482;Сорокина;Наталья;Николаевна;375297901263;riavi@umr.ru;25;387434;1;01.11.2009;;KB;
2592;Равинская;Татьяна;Ивановна;375297900652;zhushyogy@umr.ru;29;176692;1;01.11.2009;;KB;
6640;Юзенчук;Алексей;Николаевич;375297902227;tutji@hotbox.com;36;349684;0;01.11.2009;01.11.2017;MP;
5368;Янукович;Иван;Витальевич;375297902313;quyichyifae@list.ru;27;120521;0;01.11.2009;01.11.2017;KB;
3209;Шалюто;Виктор;Викторович;375297902005;quiasil@hotbox.ru;26;724794;0;01.11.2009;01.11.2017;HB;
2883;Филипенко;Сергей;Николаевич;375297901695;thiesh_1982@netbox.com;38;426102;1;01.11.2009;;BM;
9898;Пичко;Виталий;Иосифович;375297900456;jaediugjup@max.ru;46;266095;1;01.11.2009;;KB;
1274;Тихонович;Евгений;Николаевич;375297901498;hyxyevjen@netaddress.com;49;361613;1;01.11.2009;;KH;
1917;Тудор;Анжела;Владимировна;375297901589;heenjezhjo@rambler.ru;40;748763;1;01.11.2009;;MC;
4415;Полуносик;Марина;Александровна;375297900531;cjivjat@sexnarod.ru;45;495600;1;01.11.2009;;HB;
5764;Пугачёв;Константин;Васильевич;375297900619;xeeshyas@adelite.com;27;560035;1;01.11.2009;;BM;
8995;Харлан;Светлана;Александровна;375297901769;rjafoji@pop3.ru;36;188131;1;01.11.2009;;KB;
2723;Ценцевицкая;Виктория;Викторовна;375297901874;ciegjaf@nextmail.ru;33;162517;0;01.11.2009;01.11.2017;BM;
7944;Сологуб;Тамара;Ивановна;375297901245;siatae@email.ru;42;176071;1;01.11.2009;;HB;
6367;Сафронова;Александра;Александровна;375297900968;moupje@mail.ru;41;375842;1;01.11.2009;;MC;
8284;Сорокина;Людмила;Дмитриевна;375297901264;ljaschjub@nextmail.ru;49;607897;1;01.11.2009;;AB;
1303;Попцов;Андрей;Вячеславович;375297900565;fjuthji@max.ru;47;176206;1;01.11.2009;;KH;
6081;Телушкина;Марина;Александровна;375297901458;thjithujyaf@usa.net;40;206487;1;01.11.2009;;KB;
7865;Ханенко;Александр;Евгеньевич;375297901758;piupah@visto.com;47;238416;1;01.11.2009;;MP;
4670;Счастный;Александр;Владимирович;375297901410;rosjiz_1991@mnogo.ru;50;436416;1;01.11.2009;;AB;
3393;Юшкевич;Екатерина;Николаевна;375297902254;hechjul@narod.ru;32;737603;0;01.11.2009;01.11.2017;KH;
7323;Тарамин;Иван;Иванович;375297901432;pyorjoxyach@langoo.com;34;661716;1;01.11.2009;;BM;
1429;Рудевич;Оксана;Альфредовна;375297900798;fuzya@narod.ru;27;244933;1;01.11.2009;;MP;
3825;Садовский;Юрий;Казимирович;375297900917;giohjukoush@rol.ru;28;725145;1;01.11.2009;;MC;
9961;Швец;Татьяна;Александровна;375297902050;piethjoree@aol.com;44;311275;0;01.11.2009;01.11.2017;AB;
9706;Рогова;Лина;Николаевна;375297900735;kiusjirjo@umr.ru;41;180804;1;01.11.2009;;BM;
5970;Пащевич;Евгения;Валерьевна;375297900373;miothje@visto.com;43;407263;1;01.11.2009;;HB;
7986;Ярошук;Анастасия;Владимировна;375297902337;jyeschae@land.ru;27;284688;0;01.11.2009;01.11.2017;HB;
6675;Прищепенко;Виктория;Геннадьевна;375297900589;tjalae@usa.net;39;526360;1;01.11.2009;;KB;
5407;Черняк;Оксана;Александровна;375297901937;hohyoshju@max.ru;42;372825;0;01.11.2009;01.11.2017;MC;
5936;Сидоркевич;Олег;Александрович;375297901076;ziochyi@yandex.ru;27;668843;1;01.11.2009;;HB;
4783;Симонова;Татьяна;Анатольевна;375297901100;xjemod@chat.ru;46;214815;1;01.11.2009;;MC;
9181;Ткачева;Наталья;Николаевна;375297901510;vyazjo@rin.ru;44;299873;1;01.11.2009;;AB;
4464;Шеметова;Ольга;Николаевна;375297902073;pyoxyulee@langoo.com;27;177869;0;01.11.2009;01.11.2017;HB;
3978;Петрова;Марина;Александровна;375297900399;kjithya@rambler.ru;50;698541;1;01.11.2009;;AB;
5051;Пармоч;Владимир;Владимирович;375297900337;daefaem@nextmail.ru;29;346912;1;01.11.2009;;HB;
7182;Фролова;Анжела;Александровна;375297901732;schiugou@nihuja.net;33;604249;1;01.11.2009;;AB;
1617;Тафеенко;Елена;Ивановна;375297901452;meshool@rol.ru;47;674965;1;01.11.2009;;AB;
3061;Щекотов;Никита;Евгеньевна;375297902202;kosuk@rin.ru;41;645865;0;01.11.2009;01.11.2017;AB;
8089;Романовская;Наталья;Владимировна;375297900767;giuzoop@usa.net;49;154349;1;01.11.2009;;KH;
2391;Чихошин;Сергей;Васильевич;375297901958;pyohaedjo@pop3.ru;44;506508;0;01.11.2009;01.11.2017;MP;
7726;Тимощенко;Владимир;Леонидович;375297901478;schiesouch@rol.ru;30;583703;1;01.11.2009;;MP;
5018;Хаврук;Светлана;Николаевна;375297901744;tjopou_2002@lycos.com;45;681427;1;01.11.2009;;MP;
9686;Сулим;Павел;Евгеньевич;375297901382;schiozjar@lycos.com;32;436469;1;01.11.2009;;HB;
6008;Шумская;Наталья;Викторовна;375297902187;giuchoothyu@netaddress.com;34;259117;0;01.11.2009;01.11.2017;AB;
5587;Сергун;Юрий;Александрович;375297901047;kjezjepae@nettaxi.com;32;255180;1;01.11.2009;;HB;
7819;Пархоц;Нина;Петровна;375297900346;chil@hotbox.ru;41;517884;1;01.11.2009;;KH;
9827;Шаппо;Валерия;Александровна;375297902019;liatjenyu@usa.net;39;381062;0;01.11.2009;01.11.2017;AB;
9810;Ткачук;Валентина;Кузьминична;375297901514;kiahyo@rol.ru;40;739189;1;01.11.2009;;MP;
6143;Стриженок;Виктор;Алексеевич;375297901359;xoufyve@chat.ru;36;299857;1;01.11.2009;;HB;
3643;Песня;Любовь;Ивановна;375297900388;thomokoo@nettaxi.com;42;215264;1;01.11.2009;;KH;
2491;Черняк;Александр;Александрович;375297901938;kinoo@rol.ru;49;638612;0;01.11.2009;01.11.2017;KB;
8973;Позднякова;Валентина;Михайловна;375297900511;quiashyog@hotbox.com;35;152679;1;01.11.2009;;KH;
6800;Президентова;Ирина;Александровна;375297900580;xishuc@rin.ru;34;434697;1;01.11.2009;;MP;
1701;Юшкевич;Ирина;Александровна;375297902255;schjequeet@chat.ru;26;625171;0;01.11.2009;01.11.2017;MP;
9677;Юшко;Надежда;Егоровна;375297902259;ziochodel@pop3.ru;48;500562;0;01.11.2009;01.11.2017;BM;
9147;Фаевская;Надежда;Михайловна;375297901660;sjufiv@orc.ru;40;112898;1;01.11.2009;;BM;
8347;Разжеванкин;Юрий;Иванович;375297900679;schyevyomiu@lycos.com;28;381811;1;01.11.2009;;MC;
4394;Слепцова;Екатерина;Петровна;375297901159;foojou@mail.ru;31;528381;1;01.11.2009;;MC;
4944;Хацкевич;Андрей;Викторович;375297901782;piesheep@netaddress.com;31;188106;1;01.11.2009;;MP;
2747;Пикулик;Ольга;Вячиславовна;375297900434;choogjanee@xaker.ru;31;209887;1;01.11.2009;;KB;
9536;Пустынникова;Олеся;Сергеевна;375297900627;davuthyuzh@lycos.com;49;217386;1;01.11.2009;;HB;
8049;Слезовой;Евгений;Эдуардович;375297901158;gydjehousch@nettaxi.com;41;602605;1;01.11.2009;;MP;
8962;Протасюк;Елена;Михайловна;375297900603;zix@max.ru;40;643648;1;01.11.2009;;KB;
7233;Смирнова;Александра;Сергеевна;375297901180;romoxie@chat.ru;49;403158;1;01.11.2009;;MC;
7530;Подгайская;Марина;Петровна;375297900495;chyototh@smtp.ru;39;360981;1;01.11.2009;;BM;
8481;Янушкевич;Мария;Сельвестровна;375297902318;jyquja@rambler.ru;32;383819;0;01.11.2009;01.11.2017;MP;
9673;Черныш;Галина;Сергеевна;375297901932;rietiup@hotbox.com;27;549868;0;01.11.2009;01.11.2017;AB;
9514;Улахович;Светлана;Владимировна;375297901625;chjoloushouth@adelite.com;33;270062;1;01.11.2009;;MP;
9972;Смальцер;Валерий;Григорьевич;375297901169;duschaesch@umr.ru;37;701077;1;01.11.2009;;BM;
9343;Токун;Наталья;Ивановна;375297901521;liegiavu@rin.ru;29;432914;1;01.11.2009;;MP;
8604;Севрюкова;Татьяна;Петровна;375297901000;moopie@netman.ru;44;270667;1;01.11.2009;;BM;
1873;Саленик;Наталия;Ивановна;375297900931;zuchouquiah@rol.ru;42;637735;1;01.11.2009;;MP;
1333;Сивак;Елена;Николаевна;375297901060;jjeleeschyog@google.com;27;419982;1;01.11.2009;;AB;
9800;Тристечь;Александр;Викторович;375297901559;ciupischu@langoo.com;43;619892;1;01.11.2009;;MP;
4148;Чижик-Ромашкина;Валентина;Михайловна;375297901951;ciubio@xaker.ru;32;643453;0;01.11.2009;01.11.2017;MP;
3928;Рахманкина;Ольга;Петровна;375297900699;fyelib@rin.ru;46;740470;1;01.11.2009;;MP;
1614;Радкевич;Светлана;Анатольевна;375297900663;zoosiuse@nettaxi.com;37;607944;1;01.11.2009;;KH;
6980;Шиман;Тамара;Анатольевна;375297902115;chuchyo@exn.ru;30;374558;0;01.11.2009;01.11.2017;AB;
5527;Сидоренко;Марина;Михайловна;375297901070;daqujesjish@yahoo.com;35;125593;1;01.11.2009;;KH;
9430;Сердюк;Поля;Романовна;375297901050;pyebyzee@rin.ru;41;368616;1;01.11.2009;;MP;
4523;Танана;Евгений;Эдуардович;375297901430;ljipa@google.com;47;575502;1;01.11.2009;;KB;
4216;Худницкая;Виктория;Владимировна;375297901852;hiuliusje@mail.ru;36;578739;0;01.11.2009;01.11.2017;AB;
7647;Стародубец;Елена;Григорьевна;375297901301;zyanyik@xaker.ru;41;189416;1;01.11.2009;;BM;
2074;Пелогейкина;Елена;Дмитриевна;375297900376;honaefo@rambler.ru;27;505064;1;01.11.2009;;MC;
9714;Семенкова;Анна;Федоровна;375297901016;biuschjaz@inbox.ru;48;521350;1;01.11.2009;;AB;
9665;Якубенок;Виктор;Павлович;375297902286;thjuxyi@hob.ru;35;133941;0;01.11.2009;01.11.2017;AB;
7498;Стрибук;Юлия;Васильевна;375297901356;choupiet@lycos.com;32;382137;1;01.11.2009;;KB;
1613;Пчелка;Янина;Сергеевна;375297900635;saen@nextmail.ru;27;735758;1;01.11.2009;;KH;
1463;Шевцова;Валентина;Александровна;375297902056;deg@land.ru;29;302068;0;01.11.2009;01.11.2017;KB;
5604;Площенко;Екатерина;Ивановна;375297900475;dyech@newmail.ru;28;747931;1;01.11.2009;;MP;
4325;Черткова;Нина;Анатольевна;375297901941;quexuvi@nettaxi.com;44;735636;0;01.11.2009;01.11.2017;HB;
7123;Чеченец;Татьяна;Александровна;375297901944;kioryajyo@lycos.com;34;744207;0;01.11.2009;01.11.2017;MC;
4969;Талицкая;Маргарита;Владимировна;375297901426;chouv@rin.ru;32;434884;1;01.11.2009;;HB;
7652;Сидорова;Светлана;Ивановна;375297901079;kjezhjak@rumail.ru;39;339983;1;01.11.2009;;MC;
4431;Рожко;Светлана;Михайловна;375297900746;nouth@rumail.ru;45;212219;1;01.11.2009;;MC;
6103;Роговин;Виталий;Борисович;375297900738;shiujje@lycos.com;44;274347;1;01.11.2009;;MP;
9613;Ядревская;Светлана;Маратовна;375297902273;viaxu@mail.ru;26;308185;0;01.11.2009;01.11.2017;BM;
6372;Санько;Алла;Владимировна;375297900950;kjoquez@pop3.ru;30;220605;1;01.11.2009;;BM;
4855;Урвачева;Ольга;Александровна;375297901642;lyeze@email.ru;27;358815;1;01.11.2009;;KB;
7669;Троцкая;Ольга;Романовна;375297901567;zel@inbox.ru;31;719029;1;01.11.2009;;MC;
4972;Шумко;Татьяна;Михайловна;375297902181;dootjokia@smtp.ru;45;559050;0;01.11.2009;01.11.2017;BM;
5601;Шаша;Екатерина;Анатольевна;375297902039;keleve_1982@narod.ru;36;140351;0;01.11.2009;01.11.2017;KH;
3339;Русина;Светлана;Анатольевна;375297900836;lyejig@netbox.com;43;622169;1;01.11.2009;;AB;
4343;Пугацевич;Регина;Иосифовна;375297900617;hequokju@nextmail.ru;26;265914;1;01.11.2009;;KB;
6830;Щиков;Николай;Петрович;375297902213;fiuthyifou@langoo.com;50;260545;0;01.11.2009;01.11.2017;MP;
2096;Фабишевский;Станислав;Болеславович;375297901656;chookju@rumail.ru;31;460925;1;01.11.2009;;MC;
3922;Семченко;Сергей;Александрович;375297901031;qujatiazyi@usa.net;37;355484;1;01.11.2009;;BM;
7211;Руденя;Надежда;Владимировна;375297900805;nyil@pop3.ru;26;349208;1;01.11.2009;;MP;
9062;Пронина;Татьяна;Ивановна;375297900597;hoodio@usa.net;43;660175;1;01.11.2009;;AB;
4916;Титовец;Екатерина;Станиславовна;375297901491;shushjusch@mnogo.ru;29;549956;1;01.11.2009;;KH;
3412;Романовская;Наталия;Владимировна;375297900769;kiof_1990@narod.ru;40;654597;1;01.11.2009;;MP;
6558;Рунец;Франц;Бронеславович;375297900819;jjisyikia@list.ru;48;696420;1;01.11.2009;;MP;
6511;Сивцов;Борис;Федорович;375297901066;jyedie@newmail.ru;49;480137;1;01.11.2009;;KB;
8491;Парчевский;Дмитрий;Николаевич;375297900347;thiosheevyf@list.ru;26;131367;1;01.11.2009;;MP;
5700;Скрипинская;Олеся;Александровна;375297901145;rjoschyory@nihuja.net;29;118438;1;01.11.2009;;KB;
7289;Сыманович;Юлия;Владимировна;375297901411;mievi@yahoo.com;47;220101;1;01.11.2009;;BM;
4887;Романова;Екатерина;Николаевна;375297900763;qujinya@rambler.ru;26;497388;1;01.11.2009;;AB;
3731;Щербакова;Светлана;Валентиновна;375297902204;naedje@sexnarod.ru;42;475941;0;01.11.2009;01.11.2017;HB;
6164;Шаблинская;Екатерина;Александровна;375297901985;kaekeria@rol.ru;39;192760;0;01.11.2009;01.11.2017;KH;
9398;Снигир;Анастасия;Алексеевна;375297901193;thyishya@narod.ru;29;691009;1;01.11.2009;;KH;
3221;Сапач;Татьяна;Михайловна;375297900953;fyzyil@umr.ru;25;556023;1;01.11.2009;;MP;
5667;Пучкова;Светлана;Федоровна;375297900632;thjagieb@pop3.ru;27;533293;1;01.11.2009;;AB;
6450;Степко;Наталья;Станиславовна;375297901329;ljek@lycos.com;45;391286;1;01.11.2009;;BM;
5511;Савчук;Оксана;Андреевна;375297900905;fjizhevya@pop3.ru;31;112887;1;01.11.2009;;BM;
8010;Шанцова;Любовь;Викторовна;375297902011;paevacye@softhome.com;50;613530;0;01.11.2009;01.11.2017;BM;
2590;Харкович;Ирина;Николаевна;375297901767;biecyik@rumail.ru;50;431964;1;01.11.2009;;MP;
1586;Ритус;Оксана;Николаевна;375297900724;niuschyoje@rumail.ru;48;713620;1;01.11.2009;;BM;
8108;Шпурдь;Татьяна;Евгеньевна;375297902163;jjijjo@netman.ru;46;354189;0;01.11.2009;01.11.2017;MP;
9102;Цуканов;Станислав;Витальевич;375297901881;moopyuj@hotbox.com;25;122596;0;01.11.2009;01.11.2017;AB;
2974;Тавлуй;Александр;Семенович;375297901423;tjerythych@chat.ru;40;188431;1;01.11.2009;;KB;
5370;Прохорова;Леонгина;Леонагдовна;375297900610;diejyuda@rin.ru;32;647445;1;01.11.2009;;KB;
6233;Харланчук;Галина;Анатольевна;375297901770;tyhiexez@rol.ru;30;323584;1;01.11.2009;;AB;
3794;Папченко;Константин;Сергеевич;375297900332;tionoufje@aol.com;28;403692;1;01.11.2009;;MP;
9899;Шабловская;Елена;Владимировна;375297901986;lischjuzie@netman.ru;42;304550;0;01.11.2009;01.11.2017;MP;
4485;Соловьев;Олег;Валерьевич;375297901238;xjoc@visto.com;25;618507;1;01.11.2009;;HB;
6938;Толстыра;Андрей;Владимирович;375297901536;jyafiu@pop3.ru;41;549123;1;01.11.2009;;MP;
1861;Шлопак;Ольга;Николаевна;375297902148;rishjomiav@list.ru;37;522461;0;01.11.2009;01.11.2017;MP;
2601;Цеван;Валентина;Тадеушевна;375297901870;njithooquae@newmail.ru;29;708083;0;01.11.2009;01.11.2017;MP;
8361;Сугак;Инна;Петровна;375297901374;shoz@yahoo.com;50;174606;1;01.11.2009;;HB;
1279;Райтузова;Татьяна;Викторовна;375297900683;schius@langoo.com;50;230707;1;01.11.2009;;HB;
5135;Рогова;Елена;Петровна;375297900734;giaxaeh@sexnarod.ru;28;121031;1;01.11.2009;;AB;
6605;Шишко;Игорь;Геннадьевич;375297902134;vyopoum@rol.ru;48;185114;0;01.11.2009;01.11.2017;MP;
9768;Слесаренко;Виктория;Вячеславовна;375297901160;soumoth@smtp.ru;27;645994;1;01.11.2009;;KB;
6941;Ямщикова;Ирина;Михайловна;375297902297;pycioqu@mnogo.ru;33;125451;0;01.11.2009;01.11.2017;MP;
